0,1,2,3,4,5,6
4.736696099691157,2.1966105657714747,,2.633422976510757,,1.4782196199698514,
4.633896241241183,3.8755533476977537,3.992552518500061,-0.720004739962832,1.5232007704875676,1.3322469343716397,0.5005746614799237
6.389487073171806,1.5564427121043463,3.1043541293814068,-0.8947073014523748,5.124425606742579,1.9170230255890088,4.850242116522954
1.5356072881318352,4.754842100218019,4.698090643738587,5.173903342923373,4.543792645762086,5.132280081482843,1.9300299616835146
6.224694175468817,,1.482704114607377,,3.339596185691646,,4.8664446092302995
